file_name,qar_number,question_hi,answer_hi,reasoning_hi,domain,question_type
rbi_10.png,3 of 4,क्या 2024-26 हेतु अनुमानित आय वृद्धि (CAGR) सभी बाज़ारों में ऐतिहासिक बहुलता के लिए आवश्यक स्तर से कम है?,"हाँ, सभी के अनुमानित वृद्धि स्तर आवश्यक स्तर से कम हैं।",चार्ट (बी) में हरे बार (अनुमानित वृद्धि) हर श्रेणी में पिंक बार (आवश्यक स्तर) से काफी नीचे हैं।,Equity Markets,Comparison
rbi_10.png,4 of 4,चार्ट (A) में सभी प्रमुख इक्विटी इंडेक्स किस तारीख के आसपास एक साथ तेज़ी से नीचे गिरते हुए दिखते हैं?,सभी प्रमुख इंडेक्स में 5 अगस्त के आसपास तेज़ी से गिरावट देखी गई।,"पैनल (a) में, वर्ल्ड, US, DMs, EMs, EMs एक्स-चाइना, और जापान के लिए हर लाइन ""5 अगस्त"" लिखी वर्टिकल लाइन पर तेज़ी से नीचे गिरती है, और उसके बाद फिर से ऊपर उठती है।",Equity Markets,Extremum / Anomaly Detection
rbi_11.png,1 of 4,जनवरी 2023 से दिसंबर 2024 के बीच एशिया  के कॉर्पोरेट बॉन्ड स्प्रेड में क्या प्रवृत्ति देखी जाती है?,"एशिया के कॉर्पोरेट बॉन्ड स्प्रेड में जनवरी 2023 से दिसंबर 2024 तक कुल मिलाकर गिरावट का रुझान है, हालांकि बीच‑बीच में कुछ उतार‑चढ़ाव भी दिखते हैं।",चार्ट (a)  में हरे रंग की रेखा (एशिया) ऊपर से शुरू होकर साल के अंत तक नीचे आती जाती है।,Banking & Credit,Trend Analysis
rbi_11.png,2 of 4,दिसंबर 2024 में 10-वर्षीय सरकारी बॉन्ड प्रतिफल किस देश के लिए सबसे अधिक है?,दिसंबर 2024 में जापान का 10-वर्षीय सरकारी बॉन्ड प्रतिफल सबसे अधिक है।,चार्ट (b) में पीली रेखा (जापान) दिसंबर 2024 में अन्य देशों की तुलना में सबसे ऊपर है।,Monetary Policy Transmission,Extremum / Anomaly Detection
rbi_11.png,3 of 4,क्या वर्ष 2023 के दौरान यूरोप के कॉर्पोरेट बॉन्ड स्प्रेड एवं जर्मनी का 10-वर्षीय सरकारी बॉन्ड प्रतिफल आपस में समान प्रवृत्ति दर्शाते हैं?,"नहीं, वर्ष 2023 में यूरोप का कॉर्पोरेट बॉन्ड स्प्रेड कुल मिलाकर घटता है जबकि जर्मनी का सरकारी बॉन्ड प्रतिफल स्थिर ही रहता है।","ग्राफ (ए) में, नारंगी रंग की यूरोप रेखा 2023 की शुरुआत में लगभग 5 प्रतिशत से घटकर साल के अंत तक 3.5 प्रतिशत के करीब आ जाती है। ग्राफ (बी) में, नीली जर्मनी रेखा लगभग 2.1 और 2.6 प्रतिशत के बीच बदलती रहती है, जो उतार-चढ़ाव दिखाती है लेकिन यूरोप के फैलाव की तरह नीचे की ओर नहीं जाती है।",Banking & Credit,Cross-Chart Reasoning
rbi_11.png,4 of 4,दिसंबर 2024 में कौन सा क्षेत्र सबसे कम कॉर्पोरेट बॉन्ड स्प्रेड (High Yield) दर्शाता है?,दिसंबर 2024 में सबसे कम कॉर्पोरेट बॉन्ड स्प्रेड एशिया में है।,चार्ट(a) के आखिरी बिंदु पर एशिया की हरी रेखा सबसे नीचे है।,Banking & Credit,Extremum / Anomaly Detection
rbi_13.png,1 of 3,1-5 अगस्त 2024 के दौरान अमेरिकी डॉलर के मुकाबले किस मुद्रा में सबसे अधिक मजबूती देखने को मिली?,जेपीवाई (जापानी येन) में सबसे अधिक मजबूती (लगभग +6%) दिखी।,"चार्ट में सबसे ऊपर हरे रंग की पट्टी जेपीवाई (JPY) की है, जो लगभग +6% दिखा रही है।",External Sector & FX Dynamics,Extremum / Anomaly Detection
rbi_13.png,2 of 3,उसी अवधि में अमेरिकी डॉलर के मुकाबले सबसे अधिक कमजोर मुद्रा कौन सी रही और गिरावट कितनी थी?,"MXN (मेक्सिकन पेसो) सबसे अधिक कमजोर हुआ, लगभग -5%।","चार्ट में सबसे नीचे लाल पट्टी MXN की है, जिसकी गिरावट लगभग -5% है।",External Sector & FX Dynamics,Extremum / Anomaly Detection
rbi_13.png,3 of 3,क्या सभी मुद्राओं ने अमेरिकी डॉलर के मुकाबले सकारात्मक प्रदर्शन किया?,"नहीं, कुछ मुद्राएं मजबूत हुईं और कुछ कमजोर।","चार्ट में हरे पट्टियाँ दाईं ओर (मजबूती), जबकि लाल पट्टियाँ बाईं ओर (कमजोरी) दिखती हैं, इससे पता चलता है कि सभी मुद्राओं का प्रदर्शन एक जैसा नहीं था।",External Sector & FX Dynamics,Comparison
rbi_14.png,1 of 4,जनवरी 2024 से दिसंबर 2024 के दौरान क्रिप्टो-आस्तियों में सर्वाधिक मूल्य वृद्धि किसने दर्ज की?,दिसंबर 2024 तक सबसे अधिक मूल्य वृद्धि 'बिनांश' में दर्ज हुई।,चार्ट 1.14A में पीली रेखा (बिनांश) पूरे वर्ष अन्य सभी क्रिप्टो-आस्तियों की तुलना में ऊपर जाती है और अंत में सबसे अधिक बढ़ती दिखती है।,Technology Adoption,Extremum / Anomaly Detection
rbi_14.png,2 of 4,चार्ट के अनुसार कौन सी स्थिर डिजिटल मुद्रा (stablecoin) का बाज़ार पूंजीकरण 2024 में सबसे अधिक बढ़ा?,चार्ट के अनुसार 'यूएसडीसी' का बाज़ार पूंजीकरण सबसे अधिक बढ़ा।,चार्ट 1.14B में नीली रेखा (यूएसडीसी) सभी स्थिर डिजिटल मुद्राओं में सबसे तेज़ और लगातार ऊपर जाती दिखती है।,Technology Adoption,Extremum / Anomaly Detection
rbi_14.png,3 of 4,क्या क्रिप्टो-आस्तियों के मूल्य में वृद्धि तथा स्थिर डिजिटल मुद्रा के बाज़ार पूंजीकरण में कोई समान प्रवृत्ति दिखती है?,"हाँ, जैसे-जैसे क्रिप्टो-आस्तियों (विशेषकर बिनांश, सोलाना) के मूल्य बढ़ते हैं, उसी अवधि में यूएसडीसी और यूएसडीटी का बाज़ार पूंजीकरण भी काफी बढ़ जाता है।","दोनों चार्ट का विश्लेषण करने पर दिखता है कि जब अप्रैल–मई और नवंबर–दिसंबर 2024 में क्रिप्टो-आस्तियों के मूल्य ऊपर जाते हैं, उस समय स्थिर डिजिटल मुद्राओं की पूंजीकरण रेखाएँ भी ऊपर जाती हैं।",Technology Adoption,Cross-Chart Reasoning
rbi_14.png,4 of 4,2024 के दौरान 'यूएसडीसी (डीआई)' की तुलना में अन्य स्थिर मुद्राओं की प्रवृत्ति कैसी रही?,'यूएसडीसी (डीआई)' का पूंजीकरण लगभग स्थिर या घटता रहा जबकि अन्य (यूएसडीसी और यूएसडीटी)  बढ़े।,"चार्ट 1.14B में हरी रेखा (यूएसडीसी डीआई) सालभर लगभग स्थिर या थोड़ी गिरावट दिखाती है, जबकि नीली और पीली रेखाएँ लगातार ऊपर जाती हैं।",Technology Adoption,Comparison
rbi_15.png,1 of 4,2023 में एआई-केंद्रित सिस्टम पर वैश्विक व्यय में किस क्षेत्र का योगदान सबसे अधिक है?,'अन्य' श्रेणी का योगदान 71.9 अरब अमेरिकी डॉलर के साथ सबसे अधिक है।,चार्ट A के पाई चार्ट से स्पष्ट है कि 'अन्य' (71.9) बाकी सभी क्षेत्रों से कहीं बड़ा हिस्सा रखता है।,Technology Adoption,Numerical Extraction
rbi_15.png,2 of 4,"2023 में बैंकिंग, रिटेल और पेशेवर सेवाओं में से किस क्षेत्र में AI पर सबसे अधिक वैश्विक व्यय हुआ?",बैंकिंग क्षेत्र में 20.6 अरब अमेरिकी डॉलर व्यय के साथ सबसे अधिक व्यय हुआ।,"चार्ट (a) के अनुसार बैंकिंग (20.6), रिटेल (19.7) और पेशेवर सेवाएं (16.0) में से बैंकिंग का आंकड़ा सबसे अधिक है।",Technology Adoption,Comparison
rbi_15.png,3 of 4,2023 से 2027 के बीच वित्तीय क्षेत्र का एआई व्यय किस तरह बदलता है?,2023 से 2027 तक वित्तीय क्षेत्र का एआई व्यय लगातार तेज़ी से बढ़ता है।,बार चार्ट (B) में 2023 से 2027 तक प्रत्येक वर्ष एआई व्यय में उल्लेखनीय वृद्धि देखी जाती है। अंतिम बार (2027) पहले की तुलना में लगभग तीन गुना है।,Technology Adoption,Trend Analysis
rbi_15.png,4 of 4,क्या चार्ट के दोनों हिस्सों के बीच कोई संबंध या पैटर्न देखा जा सकता है?,"चार्ट A दिखाता है कि 2023 में AI खर्च में बैंकिंग दूसरा सबसे बड़ा सेक्टर है, और चार्ट B 2023 से 2027 तक फाइनेंशियल सेक्टर में AI खर्च में लगातार ग्रोथ दिखाता है, जो बताता है कि फाइनेंस में AI इन्वेस्टमेंट का ट्रेंड जारी रहेगा।","चार्ट A में बैंकिंग का दूसरा सबसे बड़ा हिस्सा है, और चार्ट B दिखाता है कि यह ट्रेंड आने वाले सालों में भी बना रहेगा, जिससे दोनों चार्ट के बीच एक कनेक्शन पता चलता है।",Technology Adoption,Cross-Chart Reasoning
rbi_16.png,1 of 4,2024 में क्लाउड इंफ्रास्ट्रक्चर सेवा प्रदाताओं में सबसे बड़ी बाजार हिस्सेदारी किसकी थी और कितनी प्रतिशत थी?,"एमेज़ॉन की सबसे बड़ी हिस्सेदारी थी, 31%।","डोनट चार्ट (ए) के अनुसार 'एमेज़ॉन' का हिस्सा 31% है, जो सभी प्रदाताओं में सबसे अधिक है।",Technology Adoption,Numerical Extraction
rbi_16.png,2 of 4,2021–2024 के दौरान साइबर अटैक और AI संबंधी गूगल रुचि में क्या प्रवृत्ति दिखाई देती है?,"दोनों में 2023 के बाद तेज वृद्धि दिखती है, विशेषकर ChatGPT लॉन्च के बाद।","लाइन चार्ट (बी) में दोनों लाइनें 2023 में तेज रफ्तार से ऊपर जाती हैं, जो नए AI टूल्स के कारण है।",Technology Adoption,Trend Analysis
rbi_16.png,3 of 4,क्या साइबर अटैक और AI के बीच Google खोज रुझान के अनुसार कोई संबंध दिखता है?,"हाँ, AI में रुचि बढ़ने के साथ ही साइबर अटैक खोज भी बढ़ी।","पैनल (बी) में नारंगी रेखा (AI) और हरी रेखा (Cyber attack – RHS) दोनों 2023–24 के दौरान ऊपर की दिशा में बढ़ती दिखती हैं; भले ही दोनों की चाल बिल्कुल समान न हो, फिर भी दोनों सूचकांक एक ही दिशा में बढ़ते नज़र आते हैं।",Technology Adoption,Comparison
rbi_16.png,4 of 4,कौन सा घटनाक्रम AI व साइबर अटैक दोनों के खोज रुझानों में तीव्र वृद्धि के साथ जुड़ा है?,ChatGPT का लॉन्च।,चार्ट (बी) में 'Launch of ChatGPT' रेखा के बाद दोनों रुझानों में तेजी से वृद्धि दिखाई देती है।,Technology Adoption,Causal Interpretation
rbi_17.png,1 of 3,2023-24 की तिमाही 1 में सकल स्थायी निवेश का जीडीपी वृद्धि में कितना योगदान था?,2023-24 की तिमाही 1 में सकल स्थायी निवेश का योगदान लगभग 2.5 प्रतिशत-प्वाइंट था।,बार चार्ट में सबसे ऊपर वाले (हरे रंग) हिस्से की लंबाई लगभग 2.5 प्रतिशत-प्वाइंट के बराबर है।,Systemic Risk & Liquidity,Numerical Extraction
rbi_17.png,2 of 3,2024-25 की तिमाही 1 में कुल निर्यात की हिस्सेदारी कैसी रही—पॉजिटिव या नेगेटिव?,2024-25 की तिमाही 1 में कुल निर्यात की हिस्सेदारी पॉजिटिव रही।,"चार्ट में पीला हिस्सा (कुल निर्यात) बार के ऊपर की ओर है, जिससे यह सकारात्मक योगदान दर्शाता है।",External Sector & FX Dynamics,Increase/Decline Identification
rbi_17.png,3 of 3,किस तिमाही में GDP ग्रोथ की वैल्यू सबसे कम थी?,2024-25 की तिमाही 2 में जीडीपी ग्रोथ सबसे कम रहा।,"चार्ट में, लाल त्रिकोण 2024-25 की दूसरी तिमाही में दूसरी तिमाहियों की तुलना में सबसे निचले स्तर पर है।",Systemic Risk & Liquidity,Extremum / Anomaly Detection
